data,label
"Redistricting has long been used as a political tool instead of a voter population balancing
tool. Using a company that has ties to any political party that may sway their districting
decisions is an injustice to our democracy. If taxpayer money is to be used to redistrict
then the company used should be impartial and unaffiliated with any particular political
group. It is time that the peoples voice be heard and the voting process be without
partisan politics. Redistricting should be a mathematical equation with a map laid over it
not a political game to gain more general/electoral votes or wash a certain groups
votes/voice by changing lines to change voter demographics. Choose an impartial
contractor to complete the task.",other
"Selecting Haystaq to perform the Redistricting mapping process is highly inappropriate in
light of their previous work for members of the Democrat party.  Please eliminate them
from consideration.",no_haystaq_bernie_obama
"It has come to my attention the company ""Haystaq"" , Obama and Bernie's data company,
is up for consideration .  Please do not use them. We don't need any bias in redistricting.",no_haystaq_bernie_obama#unbiased
"Please do not consider considering hiring Haystaq,  the Obama and Bernie’s data
company to manage map creation for redistricting. This is not appropriate or correct.",no_haystaq_bernie_obama
"Rural communities should not be placed together with metropolitan communities. Our
voices cannot be heard when this is done. Outlier communities need their own
representative and their own voice. Do not redistrict us with larger urban communities.",other
"Although HaystaqDNA has experience with several political projects, their website
advertises they've consistently sought progressive, liberal projects and causes and no
conservative ones. Such a record does not inspire confidence that they will view Arizona's
redistricting project as anything but another opportunity to advance a progressive, l beral
agenda. Both l berals and conservatives live here. Please do not choose HaystaqDNA.",no_haystaq_bernie_obama
"We should not be hiring the company, Haystaq, a firm that represented President Obama
and Bernie Sanders.  It is a conflict of interest and will only create suspicion in the eyes of
the public.  There is no way that that company will be trusted.  I would l ke to know who
has promoted them.  It is amazing that they are even being considered.  The uproar will
be significant if they are chosen.  David Mehl is correct that the public should have been
included in all of the proceedings surrounding the choice of the redistricting firm. Please
do not make the grave mistake of hiring Haystaq.",no_haystaq_bernie_obama#other
"Dear Commissioners,
Please hire only the most experienced mapping agency. There is no room for steep
learning curves, or starting from scratch. This redistricting project deserves only the most
qualified and proven outfit, especially when you account for the shortened time line.
Say No to Taylor English Decisions.  They are not a mapping agency; they are a
marketing and lobbyist firm - with extremely partisan overtones and gravitas.
National Demographics Corp - NDC, is a legitimate mapping firm, partnering with
Timmons civil engineering firm. There is the question of why a civil engineering firm would
be the lead in the RFP for a redistricting project?  NDC has had several issues meeting
deadlines and holding up to judicial scrutiny, but they do know mapping.
HaystaqDNA has proven itself to be experienced, competent and professional. This firm
is all about mapping. Look at their redistricting mapping experience and separate out the
campaign work.  You were able to do this for the executive director position.
Thank you",yes_haystaq#no_NDC#no_taylor_english
Don’t use Haystaq. Instead use National Democratic Corp for fair representation.,yes_NDC#no_haystaq_bernie_obama
"Please only consider non partisan companies.  We need our redistricting to be as fair as
possible, why start out with controversy?  Please do not contract with Haystaq.  Thank
you.",no_haystaq_bernie_obama
"Haystaq is not an independent choice for redistricting services. Please choose another
provider.
Going into executive session during your meeting feels like you just shut out the public
from the process. It does not provide transparency and honesty. If truth is being
presented, then there is nothing to hide.",ES#no_haystaq_bernie_obama
"My name is Reagan Scott, and I’m originally from Shreveport, Louisiana. My husband and
I moved here almost a year ago, and we are both hardworking, tax-paying, law-abiding
citizens living in Phoenix, Arizona. I am concerned about Haystaq’s influence in
redistricting AZ, as they are a politically-compromised left-wing group associated with
Bernie Sanders. There is no reason that a consulting company out of Washington D.C.
should have input in the state of affairs in Arizona, and we should protect AZ citizens by
allowing Arizona citizens to use their own discretion in redistricting. If we want to maintain
free and fair elections, we must keep Washington D.C. and politically funded groups out of
our state government’s decision-making.",no_haystaq_bernie_obama#other
"Good day and I hope you are having a good Tuesday morning. I would like to say that I
am greatly concerned over information I have gathered in regard to one of the companies
that you are considering to use for the re-mapping of the districts. I personally strongly
believe that the company used to re-district Arizona must not have conflicts of interest. I
am most concerned about HaystaqDNA (which was formerly Strategic Telemetry).
Strategic Telemetry admitted that they are a partisan company working to help Democrats
gain an advantage. They described themselves as the following: ""Strategic Telemetry is
helping level the playing field by providing individual-level micro-targeting data analysis,
strategic consulting and other services for Democratic candidates and progressive
organizations."" Quite frankly, I do not think it is appropriate for this HaystaqDNA to map
our state. Again, I respectfully ask you to not hire HaystaqDNA, or any other blatantly
biased company, to do the re-districting of our state. Our maps MUST be fair.",no_haystaq_bernie_obama#unbiased
"I am against Haystaq being given the redistricting commission.  Their history shows they
are NOT independent and will work to resdistrict for issues that I do not agree with.  If it is
going to be an independent redistricting, then it needs to be assigned to an organization
that has a history of being independent and not a history of working for special interests.",no_haystaq_bernie_obama
"I strongly OBJECT to hiring of Haystaq for mapping. Haystaq Co-founder and CEO
Strasma has worked to help campaigns of John Kerry, President Obama, and Michael
Bloomberg. All his political contributions have been to Democrats, many to ACTBLUE, a
Democrat PAC.  Haystaq President Dreschler has worked to benefit Obama, Bloomberg,
and Democrat Senate Campaign Committee. He also served in the Clinton Administration.
Haystaq Vice-President Desmond served as project manager for modeling on ""Obama for
America"" campaign in 2008. These facts completely obliterate any confidence that this
firm will be non-partisan. In addition,  Desmond served as the lead map-drawing
consultant to the AZ Independent Redistricting Commission in 2011 and 2012, and helped
to shape the state's Congressional and Legislative Districts--which many consider an
unmitigated disaster, and resulted in lawsuits. This consulting firm was also
unsuccessfully objected to in 2011 because of ties to Obama and other Democrat
candidates. WE DO NOT WANT THE DISASTEROUS  FIASCO OF 2011 REPEATED!",no_haystaq_bernie_obama#other
"I have witnessed that the IRC has not fairly redistricted my Neighborhood for over a
Decade. I have not moved since 2002 yet my District changed from LD6 to LD20. To
participate as a Precinct Committeeman I now have to attend LD meetings in Glendale AZ
many miles away. My district has been GERRYMANDERED multiple times for political
purposes. I would like for the IRC to give special attention to Turf Paradise Precinct when
they do the redistricting this time. I am a veteran who served two terms as a Precinct
Committeeman before I got disgusted.",other
No to Haystaq it is unacceptable and bias.,no_haystaq_bernie_obama#unbiased
"How inappropriate it is to use such a biased company for the redistricting mapping
process. Bernie and Obama should have zero say in what our maps look like and these
guys are funded by them at the National level",no_haystaq_bernie_obama#unbiased
"No, no, a thousand no's",other
"Independent
oversight
needed and
mandated by
governor or
attorney
general.
Explain if this
company was
vetted and
what
companies or
groups were
eliminated
from doing
this and why.
Comments above.",other
"It is very inappropriate to use such a biased company for the Redistricting mapping
process. Bernie and Obama should have zero say in what our Arizona maps look like and
the guys who are funded by them at the national level.",no_haystaq_bernie_obama#unbiased
Bernie’s consulting group is too political to redraw Arizona’s maps.,no_haystaq_bernie_obama
"Please do not consider for hiring any company to manage the redistricting maps that has
any financial support and/or corporate management from any political party.  This includes
companies such as Haystaq, which is reportedly funded by Democrat politicians, both
current and former office holders  This is a conflict of interest  No company should be
hired for this redistricting project that has any connection whatsoever to either Republican
or Democrat party.",no_haystaq_bernie_obama
"I hear the plea for trust in the commission.  I think it is rich to ask for blind public trust while
the audit of an obviously fraudulent election, carried out by a group of ""commissioners""
who also asked us to trust in their corrupt handling of an American National Election.  I DO
NOT BLINDLY TRUST ANY POLITICIAN!  The very idea that THIS commission would
even consider a redistricting consultant team in any way associated with the likes of
Barrack Obama and Bernie Sanders is completely tone deaf.  Over half of Arizonians no
longer trust what used to be the loyal opposition Democrats, and speaking for myself I
think that anyone willing to wear the Democrat label at this time in history is corrupt and
lacks any sense of integrity.  Any Republican that acquiesces to corrupt intentions such as
letting the Dems have their way with regard to gerrymandering the districts of our great
state are equally culpable. Thinking that we can do business with these people is what led
to the biggest crime in the history of our country.  Thank you to those brave patriots who
have stood their ground and fought to insure that the 2020 election gets a full audit and
corrective action, and are working so that this crime is never perpetrated on the American
people again.  I know that the purpose of this meeting was not the election, but
redistricting is really very related to election integrity now isn't it?",no_haystaq_bernie_obama#other
should have stayed public while reviewing issues after you hear our thoughts/concerns,other
"Why are ""we"" not hiring an independent firm? Is there a LEGIT reason why you want to
hire haystaq? Why do you think they are the best for the job? We need you to answer that
question. The citizens in AZ, who pay taxes, DEMAND you hire National Demographics
Corp. There is not a reason why you should not hire National Demographics Corp. If you
don't hire them then we need an answer as to why and it needs to be public. WE the
people are tired of paying taxes and not being heard! The biased that is happening is sick
and it needs and will stop. Matthew 22:44",yes_NDC#no_haystaq_bernie_obama
This company is not without prejudice.,other
"Improper and just plain wrong to hire the firm Haystaq to handle redistricting for AZ when
they're supported by leading Democrats and have worked for Obama and Sanders.
Double standards by Democrats once again.",no_haystaq_bernie_obama
"I am a resident of Navajo County and I have major concern about the company the would
be involved in Redistricting Arizona have represented both Batak Obama and Bernie
Sanders.  They may be too partisan to represent the people of our state.",no_haystaq_bernie_obama
"It is a inappropriate to use an obviously biased company for Arizona Redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like and these companies are funded by them at the national level. We want to hire the
National Demographics Corporation, Douglas Johnson in order to assure Arizonans of fair
representation and elections.",no_haystaq_bernie_obama#unbiased#yes_NDC
"It is inappropriate to use a a biased company for the Redistricting mapping process.
Haystaq, which is an Obama and Bernie Sanders data company, should not be hired to
manage the map creation for redistricting in Arizona. Bernie Sanders and  Barack and/or
Michelle Obama should have zero say in what our maps look l ke. Haystaq are funded by
the Democrats at the national level.
A neutral bipartisan company should be hired. Thank you.",no_haystaq_bernie_obama#unbiased
"It is inappropriate for Haystaq --which is former President Obama's and Bernie Sander's
data company --to be used for the redistricting mapping process because it will not be
unbiased.",no_haystaq_bernie_obama#unbiased
It is not appropriate to use a biased firm for redistricting.,unbiased
"Haystaq is not an independent group and shouldn’t have been a finalist.  To prove it look
at their website.  HQ in the swamp DC.  CEO Ken Strasman served as liaison between
National Committee for effective Congress and DNC congressional & state leg restricting
office. He also was lead statistician for WI Assembly Democrat Caucus redistricting
operation as well as 2008 Obama Campaign alum.  Clients Obama, Sanders, Our
Revolution, Americans 4 Responsible Solutions (sitting Senator Mark Kelly & Giffords
super pack for gun control), & DNC. It was a cause of many lawsuits in the 2010 AZ
redistricting. CA has hired them for their redistricting this year. If any of the above was
changed to RNC or Trump it McSally they would never been selected. A wise man told me
when I first started my legal career “Perception is Reality.”  This Company is nothing more
than a tool for the DNC and democrats.Let’s not start off on the wrong foot.  Our state is
so divided right now and if you choose them it will make it worse.  Thank you for your time
and consideration.",no_haystaq_bernie_obama#other
"Redistricting is inherently politically charged making transparency essential to create
confidence in the outcomes. It is essential this council select a mapping firm that is
committed to political neutrality. Haystaq' close association with the Obama,Sanders  and
other democratic campaigns disqualifies them as a politically neutral firm.",no_haystaq_bernie_obama#other
No on Haystaq it is unacceptable and bias.,no_haystaq_bernie_obama#unbiased
"Haystaq should not be considered as a mapping consulting firm. This firm's history shows
that it has been employed by Democrats to further Democrat objectives. The redistricting
process requires objectivity and political neutrality, neither of which Haystaq possess.
There is no way this firm should be involved in any way in the redistricting process.",no_haystaq_bernie_obama
"We need an unbiased, fair contractor for our state redistricting, not Haystaq. Please hire
National Demographics Corp.",yes_NDC#unbiased#no_haystaq_bernie_obama
"I served on the Redistricting Committee for Gila County and Northern Arizona in 2011,
attending many meetings and making comments.  We had a resident of Payson who was
proposing maps with all the required content of number of citizens, number of voters of
different registrations, ages, ethnicities, similar precincts, rural vs urban boundaries, etc.
He did a great job of mapping with the proper number of voters in each of the several
maps we submitted.The point is, that there is plenty of talent for making maps right here
in AZ.  We do not need an outside mapping contractor who is not familiar with Arizona to
do mapping.  Especially one with ties to people already tied to election fraud.
When I went to a IRC meeting in Flagstaff in 2011, I was secretly given a 8-12 page folder
and was told not to let anyone else see me looking at it.  It was a Democrat guide for
activists to push the agenda to turn AZ Blue like they did with the redistricting in Colorado
after the 2000 election.  It asked activists to basically turn the Redistricting requirements
for the priorities of of values upside down and force the issue that communities of political
interest should be the priority trying to get as many minority and very competitive districts
as possible rather than following the Redistricting prescribed order of values.  This caused
huge gerrymandered legislative and Congressional districts, splitting up communities,
counties, and other egregious tearing apart of communities of interest.
The Civil Rights Attorney who was working the 2011 Redistricting fought with us to compel
us to split up our rural county and he won.
This Year's Redistricting Commission should work to follow the real priority rules of
Redistricting and not let out of state money and out of state Mapping companies further
divide communities of interest.  It should not gerrymander districts with half a district on
one side of a mountain and half on the other side.
I have that 8-10 page pamphlet the Democrats used in my garage somewhere, and did
not find it on a quick look, but I know I have it and you best watch out for activists of all
political bents which are trying to sabatoge our redistricting efforts.  I also heard last night
that we will NOT get a tenth Congressional District, so back to the drawing board!
Shirley Dye, Payson Arizona proposing the IRC do the best job to make very fair maps.
PLEASE HIRE A LOCAL MAPPING COMPANY IF AT ALL POSSIBLE.",other
"As a 22 year old Arizonan, who has lived here my whole life and now works in the State,
there’s no reason why Bernie’s consulting group should have sway over Arizona’s future
political landscape. It’s biased and bad actors with special interests have a way of finding
ways to manipulate the system.",no_haystaq_bernie_obama#unbiased
"Hi, my name is Emma McCausland. I've lived in Arizona for two years. I work in
development for a local company, and do not want to see Arizona fail. There is no reason
why Bernie Sanders' consulting group should have any say over Arizona's future or
political landscape. It is biased and it's manipulative. Absolutely not.",no_haystaq_bernie_obama#unbiased
"I do NOT support use of Haystack for redistricting.  They would be bias and lack neutrality.
We can do better and find an organization less controversial.",no_haystaq_bernie_obama#unbiased
"It is inappropriate to use such a biased company, Haystaq for the redistricting mapping
process. Bernie & Obama should not be allowed to have any say in what our maps look
like. Thank you.
Jill Clare",no_haystaq_bernie_obama#unbiased
"I would l ke to speak in favor of the AIRC hiring only an unbiased firm for the creation of
the new district maps.  One of the firms under consideration, Haystaq, has a long history
of working with the Obama administration and I request that they be removed from
consideration.
Sincerely.",no_haystaq_bernie_obama#unbiased
"Please do not use a biased company to map the districts. There are many companies that
can create the needed maps without using one funded and beholden to Obama and
Biden.",no_haystaq_bernie_obama#unbiased
"Please hire a non-partisan and non-biased mapping firm. HaystaqDNA has proven to be a
very partisan organization and should not be considered for this important role that will
affect Arizonans for years to come. Thank you.",no_haystaq_bernie_obama#unbiased
Don't use the left-leaning consultant for redistricting.,other
"The judge Haystack has too many connections tocorrupt people and needs to recuse
himself.",other
"It is so inappropriate to use such a biased company for the Redistricting mapping process.
Bernie and Obama should have zero say in what our maps look l ke and these guys are
funded by Obama and Bernie at the national level. Very bias ! This should be done by a
company that is neutral.",no_haystaq_bernie_obama#unbiased
"No to use if Haystq. This is clearly not a neutral organization without political ties and
leanings.",no_haystaq_bernie_obama
"Now that we know Arizona will have the same number of congressional seats, it is even
more imperative that your hire for mapping consultant be an organization that meets all
legal obligations for the maps, as well as providing fair and meaningful representation of
community interests and values. From what I have seen, the prior work by NDC and Doug
Johnson does not meet those basic criteria. Many of their previous map efforts (North
Carolina, multiple California projects, and Arizona) have been discredited and rejected by
courts, particularly as to treatment of minority communities. I urge you to reject NDC and
Doug Johnson from your consideration.",no_NDC
"I am asking that the commission reject contracting with HAYSTAQ to draw our maps as
they are aligned with only one side of the political spectrum. If our Independent
Redistricting Commission wants to maintain their impartiality, we need an impartial
mapping company to help draw our maps. Thank you for your time.",no_haystaq_bernie_obama
"This seemed like a waste of time to get us online just to move into an executive session. I
agree with Commissioner Miehl that the public should be able to observe the firm
interviews. A source said one of the firms was recommended by Sanders and Obama. I
don't understand why redistricting in AZ is the interest of national politicians, one of whom
is no longer in office. If you want the public to be educated about these things, then we
need to be involved for as much of the process as possible. Thank you.",ES#no_haystaq_bernie_obama#other
"Hiring NDC/Timmons Group would be a costly and time consuming mistake.  They have
been involved with too many court battles all across this Nation for the last two decades
for the people of Arizona to trust their work.West Contra Costa Unified School District
(CA) 2019; Redwood City (CA) 2018 & 2019; North Carolina 2019 - Common Cause vs
Lewis; Kern County (CA) 2018; and our own state in 2001.Please, let's do this right by
hiring a company  that has some integrity.",no_NDC#other
"I have been a resident in Arizona for 22 years, and I am a pastor of a church here in
Arizona. My concern is, why would be allow Bernie Sanders play a part in the redistricting
of our state. He is not a representative of our state nor is he a resident. I feel he should
have no part in our redistricting.",no_haystaq_bernie_obama
DO NOT select HaystaqDNAI feel they are unable to be objective,no_haystaq_bernie_obama
"There’s no reason why Bernie’s consulting group should have sway over Arizona’s future
political landscape. It’s biased and bad actors with special interests have a way of finding
ways to manipulate the system. I am absolutely disagree with this.",no_haystaq_bernie_obama#unbiased
"It is completely inappropriate to use an obviously biased company (Haystaq) for Arizona’s
redistricting mapping process. Bernie Sanders and Barack Obama are known to be
heavily involved in this company and neither should  have any say in what our maps look
like.
We want you to hire the National Demographics Corporation – Douglas Johnson, in order
to assure Arizonans of fair representation and elections.",yes_NDC#no_haystaq_bernie_obama#unbiased
"I VEHEMENTLY disagree with using Haystaq for AZ redistricting. Anybody who openly
boasts about working on the Obama and Sanders campaign cannot be trusted to redistrict
AZ with integrity. We are a Republican state and we intend to keep it that way.",no_haystaq_bernie_obama
"No to Haystag
!
No to Haystag!",no_haystaq_bernie_obama
"Strongly suggest we select a redistricting mapping firm that is non-partisan, and has no
ties to political parties - Haystaq is tied strongly to a particular political party and their bias
will not serve Arizonans. Suggest considering BonData, Cropper GIS, and Redistricting
Insights as more neutral redistricting consultant options. Thank you.",no_haystaq_bernie_obama#other
"It is patently inappropriate to have a biased group for Independent Redistricting
considerations.  Balance is necessary for integrity of outcomes.",unbiased
"Independent Redistricting Commission Meeting : Really? An ""impartial"" outside company
will collect and collate the redistricting data? This is Bert and Ernie's - er, I mean Obama
and Bernie's - bunch we're talking about? It all smacks of gerrymandering and we won't
have it. Leave Arizona alone.",no_haystaq_bernie_obama#other
"I think it is inappropriate to use Haystaq. They are funded by Bernie and Obama on a
National level. They should not have anything to say about what our maps look l ke.",no_haystaq_bernie_obama
"Please do not hire this company. They have a history of bad selections in making, and we
need a much fairer and logical company to be selected who will look out for the good of
Arizona.",other
Please DO NOT hire Haystaq.  We need an unbiased Mapping company!,no_haystaq_bernie_obama#unbiased
"It is inappropriate to use Haystag to manage a map for redistricting. I request you hire an
Independent and politically objective firm.
Sharon Chapman",no_haystaq_bernie_obama
"As an independent commission do not hire a bias and known Democratic Party funded
data company used by prior Democratic candidates l ke Obama and Sanders to manage
our map creation for Redistricting.  It is highly inappropriate to use such a bias company
for our Redistricting mapping process.  We want a fair and legitimate remapping process.",no_haystaq_bernie_obama#unbiased
"It is inappropriate to use an obviously biased company for Arizona’s redistricting mapping
process. Bernie Sanders and Barack Obama should have zero say in what our maps look
like, and these companies are funded by them at the national level. We want you to hire
the National Demographics Corporation – Douglas Johnson in order to assure Arizonans
of fair representation and elections. The “Independent” Review Council should make
amends for ten years of incompetence and corruption. The commissioners met as many
as five times at the home of the AZ Democratic Party’s Executive Director!",yes_NDC#no_haystaq_bernie_obama#unbiased
"I am tired of the corruption in this country and our beautiful state of Arizona. Choosing
HaystaqDNA as Arizona's mapping consultant for redistricting in our state would be again
just one more form of obvious corruption and this needs to stop",no_haystaq_bernie_obama
"I vehemently oppose the use of HaystaqDNA based on the company’s inexperience in
mapping and unproven track record.  This company has changed its name and its
executives have deep ties to the Democratic Party, with no evidence of being impartial.
Arizonans deserve to expect AZ vendors will be experienced and impartial.",no_haystaq_bernie_obama
"The title of the Committee implies that it is not-partisan.  If so, why is it considering
contacting with a firm previously closely tied with a Democratic president and Senator?  I
strongly oppose using any contractor tied to any political party unless an openly partisan
contractor from the opposing major party is also selected, with equal authority,  resulting in
a consensus recommendation by both required before being considered by the
committee.",other
"I'm a lifelong resident of Az and a taxpayer since I've been 16 years old. I have some real
concerns about Agenda item #8",other
Please don’t replace the current form with one that has ties to the Democratic Party,other
"My name is Julia Eyer and I work in real estate. I have lived in Arizona for almost 7 years
and have a deep love for this state and country. Hearing that a Bernie consulting group
would have a say so in redistr buting is not only offensive but outrageous. They should not
have a say so in the political landscape of Arizona and it’s extremely biased. They are bad
actors with special interest to manipulate the system. They are way too political to be
doing a job like this.",no_haystaq_bernie_obama#unbiased
"I do not want AZ split up into new districts, AZ needs to be left as is!",other
"The IRC is considering Haystaq as a mapping consultant. I am concerned that the IRC
considers a company with an obvious political bias as a viable candidate. Redistricting
should be as politics free as possible. A company that brags about what a great job they
were able to do for Obama and Bernie on their homepage is in direct opposition to that
principle.
The Commissioners comments that the private interviews with mapping consultants would
be reassuring to the public if we could see them is not a valid argument. The point of
having an IRC is to make redistricting as transparent and unbiased as possible. Having
Commissioners say don't worry about bias because we have been reassured by privileged
information is in direct opposition to the IRC's charter to be transparent.
Also, I'm confident you have been pitched by the mapping consultants about their
expertise in big data analysis. Federal guidelines say redistricting should be based on a
short list of factors that should be considered carefully. It would not be appropriate for the
IRC to adopt additional factors based on big data analysis or complex analysis of the
original factors that the IRC can not transparently explain to the public.
I hard to argue with the last IRC 10 years ago about proposals that negatively affected my
precinct. They relented to some degree, but I'm hoping that won't happen again this time.",no_haystaq_bernie_obama#unbiased#other
"Do not hire ""Haystaq.""  It is a company who's ownership has ties to President Obama and
Bernie Sanders which makes it biased and, therefore, an inappropriate company for the
Redistricting mapping process.
Bernie Sanders and President Obama should have NOTHING to do with Arizona
Redistricting!",no_haystaq_bernie_obama#unbiased
"I have grave concern with one of the consultants being considered for mapping.
HaysraqDNA have been very open about their bias agenda. Allowing this company to
remain as a possible consultant is a disservice to the public. Redistricting is supposes to
be done fairly and without bias favoring either political party. Please consider removing
this company as a possible consultant!",no_haystaq_bernie_obama#unbiased
"Taylor English Decisions has no proven record of drafting maps for this very important
process and their CEO has a history of using homophobic language and defending
accused rapists.  These facts alone should be red flags.  Redistricting is such an important
and once in a decade process that the mapping consultant needs to be experienced at a
state wide level as well as a trustworthy entity.
National Demographics Corporation has had their mapping and analysis rejected and
discredited by courts throughout the US.  That does not speak well of their expertise and
objectivity.  This is such an important process that the integrity of the mapping consultants
is primary.
The preferred vendor would be HaystaqDNA as they are the only ones being considered
at the moment with the experience and the reputation, as well as the lack of scandal
attached to their name.",yes_haystaq#no_taylor_english#no_NDC
"Do not use
partisan
HAYSTAQ
dna!
Ten years ago, the AIRC (Arizona Independent Redistricting Commission) used Strategic
Telemetry, a partisan statistics company, to re-draw our state's congressional and
legislative districts, and slant them to the Democratic Party.  This year, they are trying
again to slant things toward the Democrats by trying to hire HAYSTAQdna to re-draw our
districts.  HAYSTAQdna was used by both Barak Obama and Bernie Sanders in their
campaigns.  This is right on HAYSTAQdna.com webpage.  Please block the unfair use of
partisan companies to draw our congressional and legislative districts.  Thank you -
Thomas M Crawford",no_haystaq_bernie_obama
"I am against hiring the leftist data company, Haystaq, to manage any of the map creation
for redistricting of Arizona's voting districts. Upon researching the Haystaq company, I
have found it to be an overly biased and dishonest organization dedicated to community
organizing for socialist causes, which is Illegal by Arizona law. This data company is NOT
what Arizona law requires for legal, non-partisan election results.
Please do not consider hiring the data company, Haystaq, for any data results concerning
Arizona's redistricting process.",no_haystaq_bernie_obama
"Please do not
use Haystaqs
Please do not use Haystaq for the Arizona redistricting mapping process, this is a biased
company. Hatstaq is a Bernie Sanders and Mr. Obama data company.
Thank you,
Jennifer Marriott",no_haystaq_bernie_obama#unbiased
"I
I don't think Bernie Sanders should be involved in redistricting  Navajo C
ounty or any other county in Arizona.",no_haystaq_bernie_obama
"With so many of us from the public on this YouTube session, the closed meeting should
have been postponed until the public comments were addressed. The tactic of waiting
until later in the meeting when it’s going to be a long meeting is counterproductive. You
are there  in large part to represent the voters of Arizona.",other
"My comment/concern is with agenda item 8, with regards to haystaqDNA, i believe via
their work in the past with prominent democrats that a more independent vendor be
selected, as having a partisan vendor is for obvious reasons totally undemocratic. the
commission should be non-partisan. thank you",no_haystaq_bernie_obama
"When considering mapping consultants, the Commission should take into consideration
past experience, political ties and previously created maps of the three firms. I am firmly
against Timmons Group-NDC. They have a history of bad practices and questionable
maps that have been challenged constantly. One example is when NDC unsuccessfully
defended a school board district map that left Latinx communities under-represented on
the board, in violation of California’s voting laws. Now that new information has been
found that NDC held a contract for the 2001 statewide redistricting process here in AZ, but
was trying to draw maps around incumbents, I am even more against this firm than before.
As a Latina who has lived in a rural area all her life, I feel these actions are despicable and
are in obvious violation of the law. I do not feel they should be considered based on their
track record and the fact that they are, quite frankly, not dedicated to fair and equitable
maps.",no_NDC#other
NO Haystaq!  Redistricting should be unbiased!,no_haystaq_bernie_obama#unbiased
"The AIRC is considering hiring HaystaqDNA. HaystaqDNA cannot be trusted to be neutral
in map creation work for redistricting. It's DNA puts it firmly on the side of the Democrat
party.
A quick review shows that the CEO Ken Strasma, President Andrew Drechsler and project
Manager for Modeling are all aligned with the Democrat party.  Mr. Strasma was the
National Targeting Director for the 2008 Obama campaign. Mr. Drechsler worked for
Obama for America, the Democratic Campaign Committee and served in the Clinton
Administration. Mr. Desmond worked on the 2008 Obama campaign.",no_haystaq_bernie_obama#other
"Can't we find companies to work with on critical efforts for our state, like redistricting, that
are in no way affiliated with any one party?  I mean, where is the due diligence process?
Let's start to do things right here, and for what's in the best interests of Everyone, not just
one party.",other
"Please don't use HaystaqDNA. They are not independent or nonpartisan If I am correct, it
was created by former Obama staffers. It will be unfair to the American people. Please do
not use them.",no_haystaq_bernie_obama
No on Haystaq,no_haystaq_bernie_obama
"Why did you shut the public out of the ""public"" meeting??? Where’s the transparency?
CLEARLY you are afraid to talk about everything in front of the public. This is 100%
corruption, just like the 2020 presidential election. Sad and infuriating to see
representatives (you are not leaders) act in such a way. You are all below standards.",other
"One of the Firms being considered for Mapping Consultant, Haystack DNA, is opening
conflicted and Biased in favor of the Democratic Party.  Bernie Sanders and Former
President Obama have an interest in this firm and therefore, any consideration of this firm
lacks openness, fairness, transparency and displays explicit bias. The commission will
lose immediate credibility with the public if this firm is hired. Thank you  Carol Getz",no_haystaq_bernie_obama#unbiased
"Very little faith that this commission is ""independent and fair"", as Erika Neuberg (spelling?)
stated, she wants trust and optimism, how can there be any when Ramos, who represents
and funded Haystaq is involved.  Your go right into executive session all the while claiming
transparency?  Commisioner Lerner did not feel the need for executive session and raised
her concern and Neuberg, just glossed over it! As a registered voter, not feeling the
integrity of this very important redistricting commission.",ES#other
"I strongly oppose using haystackdna as a redistricting company due to their biased past
history",no_haystaq_bernie_obama#unbiased
"My name is Troy Meeker and I work for a business in the valley. I’ve lived in Arizona for 5
happy years. There’s no reason why Bernie’s consulting group should have sway over
Arizona’s future political landscape. It’s biased and bad actors with special interests have
a way of finding ways to manipulate the system. It’s outrageous this was even considered
as redistricting in Arizona is supposed to be a non partisan independent process.",no_haystaq_bernie_obama#unbiased
"Do not consider using a biased, heavy left wing company. We don’t want Bernie Sanders
or Barack Obama to have any say in our redistricting. Shame on you for even considering
such an option.",no_haystaq_bernie_obama#unbiased
"I don’t trust Haystaq to consult the redistricting commission in an unbiased manner.
Arizona’s future should not be in their hands.",no_haystaq_bernie_obama#unbiased
"Good Morning,
Some thoughts on the PI position:  Again, please select the most qualified and
experienced talent possible to get a serious jump start on organizing means and methods
for public input. These folks need to have a firm grasp on arranging/hosting public
meetings, as well as radio, TV, and social media outreach.  How well that public input is
gathered and shared with the entire IRC team will be key.  Giving the public transparency
and access to info will help build the trust that is vital.
There is way too much exec session.  What if you held discussion in public and saved the
Qs and attorney advice comments for a followup exec session?  I have not yet found the
actual meeting minutes, only the YouTube link for previous meetings. The public is not
getting a very full picture of the IRC discourse.
Regarding the ""speakers bureau"" of Commissioners, may I suggest that focus be given to
civic and educational audiences more so that political ones?  LD political groups will
already know and understand a great deal about the decennial census and redistricting.
You can spend your limited time and resources better by speaking to Rotary, Kiwanis,
Lions, Chambers of Commerce, college classrooms, AAUW, LWV and the like. There will
be much overlap and diversity in these groups, and you will be able to catch
Independents, along with Rs and Ds (and maybe some not-yet-registereds).  Make your
message straightforward and consistent.  The SIX criteria must be shared and none of
them minimized.
Thank you.  good luck!",ES#other
"The company haystaqDNA is a 1 sided Democrat supported group.  Their decision
making will not be neutral and will not be in the best interest of The People of Arizona.",no_haystaq_bernie_obama
